ID,name,province,municipality,altitude,gradient,distance,mountain_slope,technical_difficulty,url,peak_coords,photo,peak_coords_MDB
0,Angliru,Asturias,Santa Eulalia,1570,1423,18.0,7.0,528,https://www.altimetrias.net/aspbk/verPuerto.asp?id=257,"(43.221596,-5.94178)",,"[-5.94178,43.221596]"
1,Gamoniteiro,Asturias,Pola-Cobertoria,1772,1465,15.0,9.0,492,https://www.altimetrias.net/aspbk/verPuerto.asp?id=468,"(43.18786,-5.923458)",,"[-5.923458,43.18786]"
4,Pajares-Cuitu Negru,Asturias,Campomanes,1843,1466,25.0,5.0,394,https://www.altimetrias.net/aspbk/verPuerto.asp?id=752,"(42.96824,-5.788388)",,"[-5.788388,42.96824]"
5,Puerto Camacho,Granada,Órgiva-Los Tablones,1873,1551,20.0,7.0,384,https://www.altimetrias.net/aspbk/verPuerto.asp?id=417,"(36.8412261,-3.3678194)",,"[-3.3678194,36.8412261]"
6,Morredero - Portillinos,León,Ponferrada,1946,1436,33.0,4.0,378,https://www.altimetrias.net/aspbk/verPuerto.asp?id=275,"(42.36657,-6.460883)",,"[-6.460883,42.36657]"
7,Navacerrada-Bola Del Mundo,Madrid,Collado Villalba,2258,1369,21.0,6.0,353,https://www.altimetrias.net/aspbk/verPuerto.asp?id=380,"(40.784993,-3.980012)",,"[-3.980012,40.784993]"
8,Mont Caro,Tarragona,Roquetes,1436,1427,22.0,6.0,352,https://www.altimetrias.net/aspbk/verPuerto.asp?id=169,"(40.804,0.34388)",,"[0.34388,40.804]"
9,Salto De La Cabra,Cantabria,La Hermida,1116,1011,10.0,9.0,346,https://www.altimetrias.net/aspbk/verPuerto.asp?id=678,"(43.23877,-4.66278)",,"[-4.66278,43.23877]"
11,Carrascoy,Murcia,MU - 603,1058,868,9.0,9.0,322,https://www.altimetrias.net/aspbk/verPuerto.asp?id=251,"(37.844234,-1.270988)",,"[-1.270988,37.844234]"
12,Oiz,Bizkaia,Gernika,1019,1012,20.0,5.0,313,https://www.altimetrias.net/aspbk/verPuerto.asp?id=671,"(43.227544,-2.592034)",,"[-2.592034,43.227544]"
13,Haza Del Lino,Granada,Rubite,1302,1291,22.0,5.0,312,https://www.altimetrias.net/aspbk/verPuerto.asp?id=542,"(36.813207,-3.306348)",,"[-3.306348,36.813207]"
16,Pradell,Barcelona,Guardiola de Berguedà,1732,1027,14.0,6.0,301,https://www.altimetrias.net/aspbk/verPuerto.asp?id=480,"(42.201164,1.770284)",,"[1.770284,42.201164]"
17,Fonte Da Cova-Collada Trevinca,Ourense,Sobradelo,1837,1507,27.0,5.0,301,https://www.altimetrias.net/aspbk/verPuerto.asp?id=290,"(42.313379,-6.731708)",,"[-6.731708,42.313379]"
18,Turó De L´Home,Barcelona,Sant Celoni,1654,1495,25.0,5.0,299,https://www.altimetrias.net/aspbk/verPuerto.asp?id=157,"(41.774609,2.437036)",,"[2.437036,41.774609]"
19,La Panadera,Jaén,Los Villares,1839,1255,23.0,5.0,298,https://www.altimetrias.net/aspbk/verPuerto.asp?id=510,"(37.632054,-3.77461)",,"[-3.77461,37.632054]"
21,Sierra De Bernia,Alicante,CV - 755,687,626,5.0,12.0,293,https://www.altimetrias.net/aspbk/verPuerto.asp?id=262,"(38.657063,-0.052099)",,"[-0.052099,38.657063]"
24,Ibañeta-Ortzanzurieta,Navarra,Arnegi,1560,1315,24.0,5.0,280,https://www.altimetrias.net/aspbk/verPuerto.asp?id=389,"(43.022951,-1.276953)",,"[-1.276953,43.022951]"
27,Rasos De Peguera,Barcelona,Berga,1892,1221,16.0,7.0,274,https://www.altimetrias.net/aspbk/verPuerto.asp?id=155,"(42.141606,1.764512)",,"[1.764512,42.141606]"
28,San Lorenzo,Asturias,La Riera,1346,855,9.0,8.0,271,https://www.altimetrias.net/aspbk/verPuerto.asp?id=540,"(43.141119,-6.195114)",,"[-6.195114,43.141119]"
30,Lagos De Covadonga,Asturias,AS-114,1124,962,13.0,6.0,268,https://www.altimetrias.net/aspbk/verPuerto.asp?id=335,"(43.272019,-4.983759)",,"[-4.983759,43.272019]"
32,Peña Aguda-Llano De Las Ovejas,León,Nogar,1946,1138,18.0,6.0,261,https://www.altimetrias.net/aspbk/verPuerto.asp?id=278,"(42.36657,-6.460883)",,"[-6.460883,42.36657]"
33,Morrón De Espuña-Collado Bermejo,Murcia,Totana,1568,1330,26.0,5.0,260,https://www.altimetrias.net/aspbk/verPuerto.asp?id=267,"(37.862566,-1.574664)",,"[-1.574664,37.862566]"
34,Picón Del Fraile,Burgos,San Roque de Riomiera,1614,1420,27.0,5.0,260,https://www.altimetrias.net/aspbk/verPuerto.asp?id=511,"(43.179807,-3.64866)",,"[-3.64866,43.179807]"
37,El Yelmo,Jaén,Cortijos Nuevos,1801,1056,15.0,6.0,255,https://www.altimetrias.net/aspbk/verPuerto.asp?id=751,"(38.254265,-2.658386)",,"[-2.658386,38.254265]"
38,Moncalvillo,La Rioja,Medrano y Daroca,1491,969,14.0,6.0,252,https://www.altimetrias.net/aspbk/verPuerto.asp?id=462,"(42.32851,-2.613269)",,"[-2.613269,42.32851]"
41,Lagunas De Neila,Burgos,Villavelayo,1872,939,19.0,4.0,246,https://www.altimetrias.net/aspbk/verPuerto.asp?id=487,"(42.046106,-3.044944)",,"[-3.044944,42.046106]"
42,La Farrapona,Asturias,Somiedo,1708,1090,18.0,5.0,243,https://www.altimetrias.net/aspbk/verPuerto.asp?id=655,"(43.057239,-6.090465)",,"[-6.090465,43.057239]"
43,Pico Del Buitre,Teruel,Arcos de las Salinas,1956,900,11.0,7.0,241,https://www.altimetrias.net/aspbk/verPuerto.asp?id=687,"(40.042703,-1.015722)",,"[-1.015722,40.042703]"
44,La Covatilla,Salamanca,Béjar,1963,1123,20.0,5.0,240,https://www.altimetrias.net/aspbk/verPuerto.asp?id=337,"(40.358982,-5.688694)",,"[-5.688694,40.358982]"
46,Azurki,Gipuzkoa,Zestoa,672,627,14.0,4.0,235,https://www.altimetrias.net/aspbk/verPuerto.asp?id=242,"(43.208894,-2.321506)",,"[-2.321506,43.208894]"
47,El Boyar - Las Palomas,Cádiz,El Bosque,1189,917,19.0,4.0,233,https://www.altimetrias.net/aspbk/verPuerto.asp?id=431,"(36.787546,-5.376661)",,"[-5.376661,36.787546]"
49,Collfred,Girona,Sant Privat d´en Bas,1327,834,13.0,6.0,232,https://www.altimetrias.net/aspbk/verPuerto.asp?id=683,"(42.155474,2.340614)",,"[2.340614,42.155474]"
50,San Glorio,Cantabria,Potes,1602,1304,26.0,4.0,232,https://www.altimetrias.net/aspbk/verPuerto.asp?id=168,"(43.066953,-4.766436)",,"[-4.766436,43.066953]"
51,La Cubilla,Asturias,Campomanes,1688,1309,27.0,4.0,231,https://www.altimetrias.net/aspbk/verPuerto.asp?id=338,"(42.990334,-5.905838)",,"[-5.905838,42.990334]"
52,Mondúver,Valencia,Gandía,830,768,14.0,5.0,230,https://www.altimetrias.net/aspbk/verPuerto.asp?id=750,"(39.009361,-0.266785)",,"[-0.266785,39.009361]"
53,Collao Espina,Cantabria,Bustablado,917,688,8.0,7.0,227,https://www.altimetrias.net/aspbk/verPuerto.asp?id=663,"(43.25492,-3.666614)",,"[-3.666614,43.25492]"
54,Picón Blanco,Burgos,Espinosa de los Monteros,1519,770,8.0,9.0,226,https://www.altimetrias.net/aspbk/verPuerto.asp?id=159,"(43.13108,-3.545852)",,"[-3.545852,43.13108]"
55,Trevélez,Granada,Órgiva,1535,1213,35.0,3.0,223,https://www.altimetrias.net/aspbk/verPuerto.asp?id=532,"(36.999715,-3.265171)",,"[-3.265171,36.999715]"
56,Mas De La Costa,Castellón,Lucena del Cid,989,501,3.0,12.0,223,https://www.altimetrias.net/aspbk/verPuerto.asp?id=379,"(40.172825,-0.303257)",,"[-0.303257,40.172825]"
58,Lunada,Cantabria,Liérganes,1320,1240,32.0,3.0,220,https://www.altimetrias.net/aspbk/verPuerto.asp?id=180,"(43.171236,-3.655701)",,"[-3.655701,43.171236]"
60,Maravio,Asturias,San Pedro,1050,910,19.0,4.0,217,https://www.altimetrias.net/aspbk/verPuerto.asp?id=670,"(43.215488,-6.133714)",,"[-6.133714,43.215488]"
62,El Escudo,Cantabria,Entrambasmestas,1011,811,15.0,5.0,215,https://www.altimetrias.net/aspbk/verPuerto.asp?id=386,"(43.042306,-3.878438)",,"[-3.878438,43.042306]"
63,Torcal De Antequera,Málaga,Villanueva de la Concepción,1231,802,10.0,7.0,214,https://www.altimetrias.net/aspbk/verPuerto.asp?id=325,"(36.95316,-4.544396)",,"[-4.544396,36.95316]"
65,Cruz De La Demanda,La Rioja,Posadas,1854,898,15.0,5.0,214,https://www.altimetrias.net/aspbk/verPuerto.asp?id=231,"(42.2159,-3.101621)",,"[-3.101621,42.2159]"
66,Portell Tell - Port Del Compte,Lleida,Solsona,1699,1018,28.0,3.0,214,https://www.altimetrias.net/aspbk/verPuerto.asp?id=461,"(42.172137,1.568232)",,"[1.568232,42.172137]"
68,Collada Llomena,Asturias,Puente Vidosa,998,705,7.0,9.0,212,https://www.altimetrias.net/aspbk/verPuerto.asp?id=698,"(43.201423,-5.137994)",,"[-5.137994,43.201423]"
69,Pajares,Asturias,Campomanes,1481,1091,23.0,4.0,210,https://www.altimetrias.net/aspbk/verPuerto.asp?id=330,"(42.992779,-5.759725)",,"[-5.759725,42.992779]"
71,San Rafael-Valdelinares,Teruel,Mora de Rubielos,1973,943,27.0,3.0,209,https://www.altimetrias.net/aspbk/verPuerto.asp?id=415,"(40.3797,-0.633276)",,"[-0.633276,40.3797]"
73,La Estrangulada,Cantabria,Llerana-Coterillo,681,485,5.0,8.0,206,https://www.altimetrias.net/aspbk/verPuerto.asp?id=437,"(43.270216,-3.763075)",,"[-3.763075,43.270216]"
75,Samiño,Gipuzkoa,Azkoitia,792,671,7.0,9.0,201,https://www.altimetrias.net/aspbk/verPuerto.asp?id=672,"(43.140069,-2.304411)",,"[-2.304411,43.140069]"
76,El Peñón,Zamora,Doney de la Requejada,1840,791,10.0,7.0,200,https://www.altimetrias.net/aspbk/verPuerto.asp?id=339,"(42.206034,-6.551692)",,"[-6.551692,42.206034]"
78,Cruz De Linares,Asturias,Proaza,845,637,7.0,8.0,196,https://www.altimetrias.net/aspbk/verPuerto.asp?id=518,"(43.269831,-6.031666)",,"[-6.031666,43.269831]"
81,Allanadas Del Santo,Jaén,La Guardia de Jaén,998,525,5.0,9.0,189,https://www.altimetrias.net/aspbk/verPuerto.asp?id=765,"(37.73949,-3.720524)",,"[-3.720524,37.73949]"
82,Peña Cabarga,Cantabria,Heras,566,554,5.0,9.0,185,https://www.altimetrias.net/aspbk/verPuerto.asp?id=167,"(43.379641,-3.779211)",,"[-3.779211,43.379641]"
83,La Creueta,Barcelona,la Pobla de Lillet,1923,1079,21.0,5.0,184,https://www.altimetrias.net/aspbk/verPuerto.asp?id=541,"(42.301373,1.99353)",,"[1.99353,42.301373]"
84,La Cobertoria,Asturias,Santa Marina,1173,690,8.0,8.0,183,https://www.altimetrias.net/aspbk/verPuerto.asp?id=538,"(43.143395,-5.90601)",,"[-5.90601,43.143395]"
85,Peñas Del Viento,Asturias,Argatón,723,626,6.0,9.0,183,https://www.altimetrias.net/aspbk/verPuerto.asp?id=680,"(43.511324,-6.262238)",,"[-6.262238,43.511324]"
86,El León,Málaga,Olías,940,921,20.0,4.0,182,https://www.altimetrias.net/aspbk/verPuerto.asp?id=340,"(36.811479,-4.369372)",,"[-4.369372,36.811479]"
87,Piedrasluengas,Cantabria,Puentenansa,1354,1193,37.0,3.0,181,https://www.altimetrias.net/aspbk/verPuerto.asp?id=177,"(43.041271,-4.458046)",,"[-4.458046,43.041271]"
89,Lagunas De Neila,Burgos,Quintanar (carretera vieja),1873,788,13.0,5.0,179,https://www.altimetrias.net/aspbk/verPuerto.asp?id=755,"(42.046088,-3.044918)",,"[-3.044918,42.046088]"
90,Somiedo,Asturias,La Riera,1503,996,19.0,5.0,178,https://www.altimetrias.net/aspbk/verPuerto.asp?id=351,"(43.028284,-6.227761)",,"[-6.227761,43.028284]"
91,Serra Gelada,Alicante,Alfaz del Pí,432,393,3.0,10.0,176,https://www.altimetrias.net/aspbk/verPuerto.asp?id=644,"(38.554005,-0.062871)",,"[-0.062871,38.554005]"
94,San Cristóbal,Teruel,Pitarque,1477,612,8.0,6.0,174,https://www.altimetrias.net/aspbk/verPuerto.asp?id=709,"(40.65118,-0.61768)",,"[-0.61768,40.65118]"
96,Iroite,A Coruña,Pomardorio,670,624,10.0,6.0,173,https://www.altimetrias.net/aspbk/verPuerto.asp?id=401,"(42.722223,-8.920825)",,"[-8.920825,42.722223]"
97,Desierto Las Palmas-Monte Bartolo,Castellón,Benicassim,726,704,10.0,6.0,173,https://www.altimetrias.net/aspbk/verPuerto.asp?id=402,"(40.086116,0.030427)",,"[0.030427,40.086116]"
99,Xorret De Catí,Alicante,Castalla,1097,437,3.0,11.0,170,https://www.altimetrias.net/aspbk/verPuerto.asp?id=258,"(38.534151,-0.668106)",,"[-0.668106,38.534151]"
100,Honduras,Cáceres,Valle del Jerte,1430,873,16.0,5.0,170,https://www.altimetrias.net/aspbk/verPuerto.asp?id=453,"(40.221866,-5.871817)",,"[-5.871817,40.221866]"
101,Bracons,Girona,Can Trona,1132,655,8.0,7.0,169,https://www.altimetrias.net/aspbk/verPuerto.asp?id=677,"(42.108312,2.376422)",,"[2.376422,42.108312]"
108,La Mina,Málaga,MA-159,795,562,7.0,7.0,167,https://www.altimetrias.net/aspbk/verPuerto.asp?id=502,"(36.893418,-4.312503)",,"[-4.312503,36.893418]"
109,Santopitar,Málaga,Comares,852,699,14.0,4.0,166,https://www.altimetrias.net/aspbk/verPuerto.asp?id=378,"(36.804271,-4.282672)",,"[-4.282672,36.804271]"
112,Vidré-Vistabella,Castellón,Atzeneta del Maestrat,1246,844,24.0,3.0,164,https://www.altimetrias.net/aspbk/verPuerto.asp?id=529,"(40.293504,-0.292211)",,"[-0.292211,40.293504]"
114,Mijares,Ávila,Gavilanes,1570,1081,22.0,4.0,162,https://www.altimetrias.net/aspbk/verPuerto.asp?id=523,"(40.33117,-4.814329)",,"[-4.814329,40.33117]"
115,Piedra De San Martín,Navarra,Isaba (Belagua),1767,772,14.0,5.0,161,https://www.altimetrias.net/aspbk/verPuerto.asp?id=476,"(42.971497,-0.760331)",,"[-0.760331,42.971497]"
116,Navapelegrín,Segovia,Pradera de Navalhorno,1713,521,6.0,8.0,161,https://www.altimetrias.net/aspbk/verPuerto.asp?id=675,"(40.870979,-3.98)",,"[-3.98,40.870979]"
119,Las Palomas,Cádiz,Grazalema,1189,821,14.0,5.0,158,https://www.altimetrias.net/aspbk/verPuerto.asp?id=466,"(36.787546,-5.376861)",,"[-5.376861,36.787546]"
121,Urkiola,Bizkaia,Mañaria,752,548,6.0,9.0,157,https://www.altimetrias.net/aspbk/verPuerto.asp?id=221,"(43.099505,-2.64259)",,"[-2.64259,43.099505]"
122,Peñalba De Santiago,León,Ponferrada,1098,565,18.0,3.0,156,https://www.altimetrias.net/aspbk/verPuerto.asp?id=104,"(42.427488,-6.540843)",,"[-6.540843,42.427488]"
124,Mirador De La Cabra Montés,Granada,Jete,1002,893,17.0,5.0,154,https://www.altimetrias.net/aspbk/verPuerto.asp?id=384,"(36.837521,-3.718385)",,"[-3.718385,36.837521]"
125,Erlaitz-Castillo Del Inglés,Gipuzkoa,Irun,501,473,7.0,6.0,154,https://www.altimetrias.net/aspbk/verPuerto.asp?id=204,"(43.295333,-1.786573)",,"[-1.786573,43.295333]"
127,Portillo De Las Batuecas,Salamanca,Las Mestas,1252,810,14.0,5.0,153,https://www.altimetrias.net/aspbk/verPuerto.asp?id=505,"(40.472484,-6.11973)",,"[-6.11973,40.472484]"
129,Portalet,Huesca,Biescas,1794,942,27.0,3.0,152,https://www.altimetrias.net/aspbk/verPuerto.asp?id=498,"(42.806399,-0.418518)",,"[-0.418518,42.806399]"
130,Collformic,Barcelona,Montseny,1145,815,15.0,5.0,152,https://www.altimetrias.net/aspbk/verPuerto.asp?id=429,"(41.80102,2.347442)",,"[2.347442,41.80102]"
131,El Cordal,Asturias,Pola de Lena,788,496,5.0,9.0,151,https://www.altimetrias.net/aspbk/verPuerto.asp?id=312,"(43.198614,-5.851293)",,"[-5.851293,43.198614]"
132,Los Tornos,Cantabria,Ramales de la Victoria,918,844,18.0,4.0,151,https://www.altimetrias.net/aspbk/verPuerto.asp?id=194,"(43.134323,-3.455179)",,"[-3.455179,43.134323]"
135,El Fito,Asturias,Loroñe,578,563,7.0,7.0,150,https://www.altimetrias.net/aspbk/verPuerto.asp?id=334,"(43.439062,-5.193586)",,"[-5.193586,43.439062]"
137,Palombera,Cantabria,Fresneda,1257,936,21.0,4.0,148,https://www.altimetrias.net/aspbk/verPuerto.asp?id=187,"(43.063599,-4.23244)",,"[-4.23244,43.063599]"
139,La Centenera,Ávila,Arenas de San Pedro,1350,850,16.0,5.0,147,https://www.altimetrias.net/aspbk/verPuerto.asp?id=656,"(40.287913,-5.061191)",,"[-5.061191,40.287913]"
140,La Alfaguara,Granada,Chaparral,1438,772,16.0,4.0,147,https://www.altimetrias.net/aspbk/verPuerto.asp?id=420,"(37.260012,-3.53001)",,"[-3.53001,37.260012]"
143,Orduña,Bizkaia,Orduña,902,606,8.0,7.0,145,https://www.altimetrias.net/aspbk/verPuerto.asp?id=198,"(42.948617,-3.030864)",,"[-3.030864,42.948617]"
145,Colladiella,Asturias,Sotrondio,857,597,9.0,6.0,144,https://www.altimetrias.net/aspbk/verPuerto.asp?id=443,"(43.225552,-5.647987)",,"[-5.647987,43.225552]"
147,Boí-Taüll,Lleida,Boí y Taüll,2031,780,14.0,5.0,142,https://www.altimetrias.net/aspbk/verPuerto.asp?id=272,"(42.478452,0.869609)",,"[0.869609,42.478452]"
148,Morcuera,Madrid,Miraflores de la Sierra,1774,677,9.0,6.0,141,https://www.altimetrias.net/aspbk/verPuerto.asp?id=284,"(40.828034,-3.830895)",,"[-3.830895,40.828034]"
149,Mirador De Ézaro,A Coruña,Ézaro,270,263,1.0,14.0,141,https://www.altimetrias.net/aspbk/verPuerto.asp?id=685,"(42.917507,-9.115352)",,"[-9.115352,42.917507]"
150,Bagordi-Arrateketa,Navarra,Elizondo,681,478,5.0,0.0,140,https://www.altimetrias.net/aspbk/verPuerto.asp?id=499,"(43.178648,-1.545578)",,"[-1.545578,43.178648]"
151,Gaucín,Málaga,Río Genal,645,556,7.0,7.0,140,https://www.altimetrias.net/aspbk/verPuerto.asp?id=481,"(36.519259,-5.321553)",,"[-5.321553,36.519259]"
152,Artesiaga,Navarra,Irurita,984,780,15.0,5.0,139,https://www.altimetrias.net/aspbk/verPuerto.asp?id=350,"(43.050272,-1.539295)",,"[-1.539295,43.050272]"
153,Valle De Lago,Asturias,Pola de Somiedo,1206,499,8.0,6.0,137,https://www.altimetrias.net/aspbk/verPuerto.asp?id=381,"(43.06801,-6.186529)",,"[-6.186529,43.06801]"
157,Navacerrada,Segovia,La Granja de San Ildefonso,1856,669,13.0,4.0,136,https://www.altimetrias.net/aspbk/verPuerto.asp?id=331,"(40.788707,-4.003365)",,"[-4.003365,40.788707]"
158,Estacas De Trueba,Cantabria,Vega de Pas,1150,800,14.0,5.0,135,https://www.altimetrias.net/aspbk/verPuerto.asp?id=196,"(43.117754,-3.704073)",,"[-3.704073,43.117754]"
162,Virgen Del Valle,León,Llama de Cabrera,1035,485,5.0,8.0,132,https://www.altimetrias.net/aspbk/verPuerto.asp?id=650,"(42.396628,-6.622918)",,"[-6.622918,42.396628]"
163,Larrau,Navarra,Otxagabia,1579,688,10.0,6.0,132,https://www.altimetrias.net/aspbk/verPuerto.asp?id=304,"(42.974009,-0.999112)",,"[-0.999112,42.974009]"
165,Nogal Del Barranco,Ávila,Arenas de San Pedro,1100,600,8.0,6.0,131,https://www.altimetrias.net/aspbk/verPuerto.asp?id=673,"(40.234181,-5.161976)",,"[-5.161976,40.234181]"
166,Paso De Los Lobos-Peña De Francia,Salamanca,Río Francia,1710,725,13.0,5.0,130,https://www.altimetrias.net/aspbk/verPuerto.asp?id=483,"(40.513124,-6.169131)",,"[-6.169131,40.513124]"
169,Valdezcaray-Collado De Las Tres Cruces,La Rioja,Ezcaray,1570,713,14.0,5.0,129,https://www.altimetrias.net/aspbk/verPuerto.asp?id=439,"(42.255935,-2.975278)",,"[-2.975278,42.255935]"
171,El Espino,Málaga,Algatocín,867,632,9.0,6.0,128,https://www.altimetrias.net/aspbk/verPuerto.asp?id=444,"(36.558085,-5.289385)",,"[-5.289385,36.558085]"
172,El Vivero - Ganguren,Bizkaia,Zamudio-San Antolín,469,439,6.0,6.0,128,https://www.altimetrias.net/aspbk/verPuerto.asp?id=757,"(43.260255,-2.864728)",,"[-2.864728,43.260255]"
173,Herrera,Álava,sur (Leza),1101,469,5.0,8.0,128,https://www.altimetrias.net/aspbk/verPuerto.asp?id=201,"(42.59594,-2.682008)",,"[-2.682008,42.59594]"
176,Las Viniegras,La Rioja,Viniegra de Abajo,1583,727,19.0,3.0,125,https://www.altimetrias.net/aspbk/verPuerto.asp?id=100,"(42.096344,-2.790227)",,"[-2.790227,42.096344]"
178,Elosua - Gorla,Gipuzkoa,Bergara,681,541,7.0,7.0,124,https://www.altimetrias.net/aspbk/verPuerto.asp?id=336,"(43.128041,-2.377336)",,"[-2.377336,43.128041]"
179,Serveto,Huesca,A-2609 - Sin,1320,430,5.0,8.0,124,https://www.altimetrias.net/aspbk/verPuerto.asp?id=646,"(42.581978,0.295293)",,"[0.295293,42.581978]"
185,Almáchar,Málaga,Almáchar,601,409,4.0,8.0,121,https://www.altimetrias.net/aspbk/verPuerto.asp?id=426,"(36.788009,-4.249228)",,"[-4.249228,36.788009]"
186,La Rasa,La Rioja,Valle del Iregua,1390,602,9.0,6.0,120,https://www.altimetrias.net/aspbk/verPuerto.asp?id=143,"(42.237033,-2.568498)",,"[-2.568498,42.237033]"
190,Tarrascón De Peñacerrada,Teruel,Fortanete,1814,471,6.0,7.0,119,https://www.altimetrias.net/aspbk/verPuerto.asp?id=702,"(40.467046,-0.558378)",,"[-0.558378,40.467046]"
193,Serrablo,Huesca,Boltaña,1289,698,13.0,5.0,117,https://www.altimetrias.net/aspbk/verPuerto.asp?id=652,"(42.401952,-0.029833)",,"[-0.029833,42.401952]"
195,Somport,Huesca,Villanúa,1633,692,16.0,4.0,116,https://www.altimetrias.net/aspbk/verPuerto.asp?id=250,"(42.795253,-0.528424)",,"[-0.528424,42.795253]"
197,Endoia,Gipuzkoa,Zestoa,409,365,5.0,6.0,113,https://www.altimetrias.net/aspbk/verPuerto.asp?id=243,"(43.240341,-2.308738)",,"[-2.308738,43.240341]"
198,Boquete De Zafarraya,Málaga,Puente de Don Manuel,906,686,11.0,5.0,113,https://www.altimetrias.net/aspbk/verPuerto.asp?id=387,"(36.95246,-4.123351)",,"[-4.123351,36.95246]"
202,Bianditz,Gipuzkoa,Oiartzun,711,675,11.0,5.0,110,https://www.altimetrias.net/aspbk/verPuerto.asp?id=271,"(43.247183,-1.814911)",,"[-1.814911,43.247183]"
203,Altollano,Cantabria,Mirones,709,516,15.0,3.0,110,https://www.altimetrias.net/aspbk/verPuerto.asp?id=720,"(43.240955,-3.726256)",,"[-3.726256,43.240955]"
204,Laguna Negra,Soria,Santa Inés,1720,444,7.0,5.0,110,https://www.altimetrias.net/aspbk/verPuerto.asp?id=654,"(41.998658,-2.843304)",,"[-2.843304,41.998658]"
206,Santa Marina,La Rioja,Robres del Castillo,1253,508,10.0,4.0,109,https://www.altimetrias.net/aspbk/verPuerto.asp?id=537,"(42.246247,-2.359056)",,"[-2.359056,42.246247]"
211,Andatzarrate-Iturriotz,Gipuzkoa,Andatza-Aia,591,526,13.0,3.0,108,https://www.altimetrias.net/aspbk/verPuerto.asp?id=761,"(43.194932,-2.148427)",,"[-2.148427,43.194932]"
213,Tornavacas,Cáceres,Jerte,1278,693,14.0,4.0,108,https://www.altimetrias.net/aspbk/verPuerto.asp?id=434,"(40.272852,-5.662295)",,"[-5.662295,40.272852]"
214,Paresi,Bizkaia,Altamira,403,395,6.0,5.0,107,https://www.altimetrias.net/aspbk/verPuerto.asp?id=454,"(43.358137,-2.75259)",,"[-2.75259,43.358137]"
215,Pedro Ruiz,Cádiz,Ubrique,903,583,14.0,4.0,107,https://www.altimetrias.net/aspbk/verPuerto.asp?id=492,"(36.705097,-5.373017)",,"[-5.373017,36.705097]"
217,Navafría,Madrid,Lozoya,1778,635,11.0,5.0,106,https://www.altimetrias.net/aspbk/verPuerto.asp?id=287,"(40.986313,-3.814144)",,"[-3.814144,40.986313]"
221,Cotefablo,Huesca,Biescas,1423,553,13.0,4.0,106,https://www.altimetrias.net/aspbk/verPuerto.asp?id=458,"(42.612874,-0.201709)",,"[-0.201709,42.612874]"
222,Alto De Moclinejo,Málaga,Moclinejo,601,596,14.0,4.0,105,https://www.altimetrias.net/aspbk/verPuerto.asp?id=411,"(36.78768,-4.249098)",,"[-4.249098,36.78768]"
223,Tapla,Navarra,Otxagabia,1364,614,14.0,4.0,105,https://www.altimetrias.net/aspbk/verPuerto.asp?id=333,"(42.957176,-1.136656)",,"[-1.136656,42.957176]"
227,Ubal,Bizkaia,Kontxa-Presa,646,489,7.0,6.0,103,https://www.altimetrias.net/aspbk/verPuerto.asp?id=233,"(43.214341,-3.405933)",,"[-3.405933,43.214341]"
228,Miserat-Chillibre,Alicante,Vall d'Ebo,780,371,6.0,6.0,103,https://www.altimetrias.net/aspbk/verPuerto.asp?id=316,"(38.830364,-0.177004)",,"[-0.177004,38.830364]"
229,Cotos,Madrid,El Paular (Rascafría),1830,637,14.0,4.0,102,https://www.altimetrias.net/aspbk/verPuerto.asp?id=436,"(40.823488,-3.962524)",,"[-3.962524,40.823488]"
230,Ermita De Los Tres Juanes,Granada,Rotonda de Atarfe,858,222,1.0,13.0,102,https://www.altimetrias.net/aspbk/verPuerto.asp?id=414,"(37.236424,-3.686812)",,"[-3.686812,37.236424]"
231,Peñón De Algámitas,Sevilla,Algámitas,779,402,6.0,5.0,101,https://www.altimetrias.net/aspbk/verPuerto.asp?id=706,"(37.018713,-5.174822)",,"[-5.174822,37.018713]"
232,San Juan De La Peña,Huesca,Santa Cruz de la Serós,1212,517,12.0,4.0,101,https://www.altimetrias.net/aspbk/verPuerto.asp?id=391,"(42.50794,-0.665299)",,"[-0.665299,42.50794]"
235,Castillo Del Inglés,Gipuzkoa,Oiartzun,500,488,11.0,4.0,100,https://www.altimetrias.net/aspbk/verPuerto.asp?id=205,"(43.295333,-1.786473)",,"[-1.786473,43.295333]"
236,Segura De La Sierra,Jaén,El Batán,1218,516,8.0,5.0,100,https://www.altimetrias.net/aspbk/verPuerto.asp?id=690,"(38.29886,-2.650303)",,"[-2.650303,38.29886]"
237,O Portelo-Comeal,León,Ambasmestas,1264,654,17.0,3.0,100,https://www.altimetrias.net/aspbk/verPuerto.asp?id=544,"(42.726092,-6.990016)",,"[-6.990016,42.726092]"
238,Marjana,Valencia,Gestalgar,764,577,10.0,5.0,100,https://www.altimetrias.net/aspbk/verPuerto.asp?id=758,"(39.56952,-0.87414)",,"[-0.87414,39.56952]"
239,Conjuros,Granada,Castell de Ferro,574,565,10.0,5.0,99,https://www.altimetrias.net/aspbk/verPuerto.asp?id=475,"(36.728576,-3.415031)",,"[-3.415031,36.728576]"
242,Azpirotz,Navarra,Betelu,617,380,7.0,4.0,99,https://www.altimetrias.net/aspbk/verPuerto.asp?id=524,"(43.017962,-1.915233)",,"[-1.915233,43.017962]"
245,Panderrueda,León,Posada de Valdeón,1463,531,8.0,5.0,98,https://www.altimetrias.net/aspbk/verPuerto.asp?id=471,"(43.125001,-4.981289)",,"[-4.981289,43.125001]"
