ID,municipality,ccaa,province,municipality_inhabitants,geographic_area,radius,routes_number,routes_ids,mountain_passes_ids,coords,coords_MDB
4478,Lozoyuela-Navas-Sieteiglesias,Comunidad de Madrid,Madrid,1340,51.284974000000005,4.040355932730746,4,"[2429, 6166, 7114, 8701]","[390, 947, 309, 675]","(40.92781981,-3.61839674)","[-3.61839674,40.92781981]"
1881,Llucena,Comunitat Valenciana,Castellón,1315,137.035914,6.604527552096504,3,"[7916, 9467, 9676]","[773, 588, 710, 56]","(40.13843768,-0.27999337)","[-0.27999337,40.13843768]"
3210,Ormaiztegi,País Vasco,Gipuzkoa,1258,6.768572000000001,1.4678209512036755,9,"[1217, 1220, 4297, 9853, 9854, 10356, 10358, 10359, 10360]","[397, 724, 856, 1065, 1090, 251, 386, 442, 731, 656, 917, 873, 1043, 823]","(43.04283345,-2.25423319)","[-2.25423319,43.04283345]"
416,Burgohondo,,Ávila,1180,55.336245,4.196907511313294,3,"[5082, 5095, 9191]","[576, 114, 665, 246]","(40.41614328,-4.78592781)","[-4.78592781,40.41614328]"
247,Relleu,Comunitat Valenciana,Alicante,1148,76.872352,4.946632429868953,5,"[484, 678, 1239, 1449, 9503]","[956, 534, 918, 429, 601, 626, 643, 802, 21]","(38.58727823,-0.31086389)","[-0.31086389,38.58727823]"
5370,La Alberca,,Salamanca,1071,60.730319,4.396705098647351,3,"[2789, 9377, 9571]","[127, 668, 855, 166, 605]","(40.48866243,-6.10993723)","[-6.10993723,40.48866243]"
7008,Ademuz,Comunitat Valenciana,Valencia,1037,100.3138,5.6507344294847455,3,"[7139, 9239, 9383]","[263, 548, 861]","(40.06120013,-1.28669047)","[-1.28669047,40.06120013]"
3867,La Vall de Boí,Cataluña,Lleida,1019,220.8292,8.384029648378775,3,"[2959, 4552, 9432]","[147, 265, 269]","(42.50428276,0.80227472)","[0.80227472,42.50428276]"
3994,Sant Llorenç de Morunys,Cataluña,Lleida,960,4.6175,1.2123499752297275,3,"[1791, 8404, 9794]","[16, 260, 808, 66]","(42.1375302,1.59104546)","[1.59104546,42.1375302]"
3826,Villamanín,,León,911,175.8383,7.481372760085554,5,"[2260, 4135, 5380, 7700, 9711]","[866, 4, 69, 438, 689, 580, 363]","(42.93702816,-5.65595254)","[-5.65595254,42.93702816]"
3511,Valle de Hecho,Aragón,Huesca,817,234.432276,8.638398960039929,4,"[1121, 3594, 6348, 9633]","[275, 248, 634, 815]","(42.73893535,-0.75027194)","[-0.75027194,42.73893535]"
549,Pedro Bernardo,,Ávila,787,69.0089,4.68680741424507,3,"[5082, 5095, 10469]","[576, 114, 665]","(40.24318819,-4.91435677)","[-4.91435677,40.24318819]"
3769,Soto y Amío,,León,773,69.18778400000001,4.692878024277982,5,"[2447, 2449, 4366, 5380, 6436]","[907, 332, 513, 1025, 689, 546]","(42.77474048,-5.88735711)","[-5.88735711,42.77474048]"
6618,Cantavieja,Aragón,Teruel,729,124.5246,6.295817545306499,3,"[5568, 7519, 9069]","[94, 519, 190]","(40.52795321,-0.4056737)","[-0.4056737,40.52795321]"
3679,Encinedo,,León,690,195.012076,7.878713509178691,6,"[3403, 3934, 5475, 6998, 9566, 9569]","[17, 407, 261, 162, 6, 32, 76]","(42.27151828,-6.59448364)","[-6.59448364,42.27151828]"
4746,Goizueta,Navarra,Navarra,689,90.1786,5.3576741948537885,3,"[470, 4209, 9728]","[242, 378, 394, 202, 816]","(43.17098542,-1.86445322)","[-1.86445322,43.17098542]"
3748,San Emiliano,,León,627,211.0514,8.19631563678616,3,"[794, 6528, 7832]","[51, 131, 90, 430]","(42.97244001,-6.00164929)","[-6.00164929,42.97244001]"
11,Bernedo,País Vasco,Álava,507,130.482,6.444657744626797,3,"[3062, 4380, 4385]","[266, 276, 1095, 340, 173]","(42.62676989,-2.49825439)","[-2.49825439,42.62676989]"
4814,Ochagavía,Navarra,Navarra,501,129.160395,6.411936875233458,3,"[3789, 3792, 4185]","[163, 223, 115]","(42.90487815,-1.09027535)","[-1.09027535,42.90487815]"
1487,Valle de Valdebezana,,Burgos,456,156.6243,7.060803532464572,3,"[1736, 1901, 8113]","[252, 62, 934, 955]","(42.97075766,-3.78736247)","[-3.78736247,42.97075766]"
3635,Boca de Huérgano,,León,455,291.8859,9.638980773078336,3,"[5280, 6082, 7773]","[245, 50, 68, 1118]","(42.97236289,-4.92539443)","[-4.92539443,42.97236289]"
4204,Torrecilla en Cameros,La Rioja,La Rioja,453,30.4533,3.11344885764196,3,"[2980, 4394, 7951]","[186, 176, 268]","(42.25523791,-2.63033158)","[-2.63033158,42.25523791]"
6717,Orihuela del Tremedal,Aragón,Teruel,450,71.524197,4.771457405003386,3,"[5247, 9421, 9564]","[872, 893, 1070]","(40.55044776,-1.64989242)","[-1.64989242,40.55044776]"
3364,Bielsa,Aragón,Huesca,448,202.41393800000003,8.026842897487294,4,"[1238, 3923, 5870, 7305]","[570, 642, 491, 179]","(42.63479217,0.21880551)","[0.21880551,42.63479217]"
182,Bolulla,Comunitat Valenciana,Alicante,417,13.571512,2.078445654370504,4,"[772, 1449, 1814, 9503]","[337, 626, 643, 21]","(38.67657681,-0.11168494)","[-0.11168494,38.67657681]"
3724,Posada de Valdeón,,León,415,164.06400000000002,7.226553192677715,4,"[5280, 6082, 7773, 7805]","[245, 50, 68, 1118, 657]","(43.15106068,-4.91746628)","[-4.91746628,43.15106068]"
5822,Miera,Cantabria,Cantabria,381,34.109131000000005,3.295033871975948,3,"[3951, 9134, 10374]","[53, 73, 203, 522]","(43.27558333,-3.712222222)","[-3.712222222,43.27558333]"
7048,Aras de los Olmos,Comunitat Valenciana,Valencia,359,76.037429,4.919696004083987,4,"[2202, 7139, 9239, 9383]","[43, 263, 548, 861]","(39.9241561,-1.13281495)","[-1.13281495,39.9241561]"
4228,Villoslada de Cameros,La Rioja,La Rioja,327,94.705076,5.490491004392504,4,"[2980, 4394, 7951, 9673]","[186, 176, 268, 318]","(42.11360843,-2.67313296)","[-2.67313296,42.11360843]"
5826,Peñarrubia,Cantabria,Cantabria,319,53.0626,4.109782314152714,4,"[5368, 5536, 7090, 9337]","[681, 838, 87, 9]","(43.25363889,-4.58)","[-4.58,43.25363889]"
4164,Ocón,La Rioja,La Rioja,317,60.922745000000006,4.403665141606369,3,"[4994, 6689, 10248]","[878, 206, 774]","(42.29909451,-2.24330533)","[-2.24330533,42.29909451]"
1053,Saldes,Cataluña,Barcelona,278,66.973343,4.617166591795135,3,"[316, 1791, 8070]","[260, 16, 83]","(42.22931792,1.73609251)","[1.73609251,42.22931792]"
32,Peñacerrada-Urizaharra,País Vasco,Álava,262,62.154300000000006,4.44795255084584,3,"[4380, 4385, 8220]","[340, 173, 266, 375]","(42.64417512,-2.71402821)","[-2.71402821,42.64417512]"
4687,Auritz,Navarra,Navarra,227,19.189503,2.471476124148957,3,"[1623, 2342, 8275]","[891, 24, 617]","(42.98992857,-1.33449709)","[-1.33449709,42.98992857]"
