ID,name,province,municipality,altitude,gradient,distance,mountain_slope,technical_difficulty,url,peak_coords,photo
754,Puerto Del Zamorano,Sevilla,Río Guadamanil,778,443,13.0,3.3,85,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0518,"[-5.176943,37.0072446]",
757,Bizkaigane,Bizkaia,Forua-Metxika,379,374,6.0,5.0,85,https://www.altimetrias.net/aspbk/verPuerto.asp?id=053,"[-2.9191041,43.2580056]",
758,El Bellotar,Albacete,Villaverde de Guadalimar,1251,466,8.6,5.4,85,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0148,"[-2.5501464,38.4721783]",
759,Santa Cecía,A Coruña,Os Ánxeles,497,448,8.1,5.5,85,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0624,"[-8.7009758,42.8204915]",
760,Cerro De Los Ángeles,Valencia,Venta Gaeta,905,335,2.4,10.0,85,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1602,"[-0.9446687,39.3096151]",
761,Estación Del Colmenar,Málaga,Estación del Colmenar,672,446,7.5,5.9,85,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0083,"[-5.3857194538717,36.5401484]",
766,Cuetos,Asturias,Maderal - Rondera,492,255,2.8,9.3,83,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0380,"[-4.6859074,43.3995419]",
771,Altotero,Burgos,Poza de la Sal,1093,470,8.4,5.5,83,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1946,"[-3.6546802,42.2778939]",
773,El Colladico,Castellón,Torrechiva,664,348,5.4,6.6,82,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1467,"[-0.3705758,40.1370819]",
775,El Arguellite,Albacete,Valle del Segura,1125,445,13.0,3.3,82,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0321,"[-2.4309116,38.3338397]",
776,Opakua,Álava,Opakua,1025,420,7.4,5.7,82,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0950,"[-2.3318082,42.815048]",
781,Lekamaña,Álava,Amurrio (P. Ind. Aldaiturriaga),479,229,2.1,10.0,81,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0920,"[-2.9961401,43.0212813]",
782,Nabarniz,Bizkaia,Aulesti-Narea,365,273,4.0,6.0,81,https://www.altimetrias.net/aspbk/verPuerto.asp?id=001,"[-2.5844368,43.3215488]",
785,A Capela,A Coruña,Central del Eume,400,330,4.3,7.6,80,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1544,"[-8.0718426,43.4349893]",
787,Cresta Del Gallo,Murcia,Los Garres,430,379,5.5,6.8,80,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1176,"[-1.0876729,37.9428585]",
788,Ermita De Sant Antoni,Alicante,Alcoi,912,287,3.2,8.9,79,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1181,"[-0.4768144688922988,38.67100285]",
789,Breamo,A Coruña,Perbes,300,293,4.2,6.9,79,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1927,"[-8.1814585,43.4020114]",
791,Arrugaeta,Bizkaia,Jauregi (Orozko),440,247,2.8,8.8,79,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0927,"[-2.9112324,43.1069696]",
792,Collado De Cieza,Cantabria,Los Corrales de Buelna,391,298,3.7,7.8,79,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1440,"[-4.09676,43.23976]",
795,Sotavento,A Coruña,Ponte do Dez,665,324,6.6,4.8,78,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1906,"[-8.197082551130919,43.5351273]",
798,Coll De La Bandereta,Castellón,CV-156 (Vall d'Alba),790,426,12.0,3.5,77,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1980,"[-0.0328274,40.2760265]",
799,Puerto De Onsares,Jaén,Río Onsares,1136,438,9.5,4.5,77,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1269,"[-2.6357475,38.4675403]",
801,Rigadas,Bizkaia,Zalla,412,325,5.6,5.8,77,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0851,"[-3.1384297,43.1811299]",
802,Puerto De Benifallim,Alicante,Benilloba,1009,493,11.0,4.3,77,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1183,"[-0.4031259,38.6406656]",
804,Maume,Bizkaia,Zugaztieta,425,315,8.7,3.6,77,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0944,"[-2.6376624,43.2282155]",
805,Uraburu,Bizkaia,Galdakao,264,219,2.1,10.0,76,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0894,"[-2.8266057,43.2415129]",
808,Coll De Jouet,Barcelona,río Aigua de Valls,1217,384,12.0,3.1,76,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1100,"[1.7610429,42.0942497]",
810,Chiclana De Segura,Jaén,A312,934,434,8.2,5.2,76,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1298,"[-3.0428203,38.3115637]",
811,Bedoña,Gipuzkoa,Arrasate/Mondragón,470,252,2.6,9.4,76,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1059,"[-2.4817995,43.0460379]",
812,Aia,Gipuzkoa,Orio-Amasportu,328,316,4.4,7.1,75,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1541,"[-2.1486667,43.236547]",
813,Millaró De La Tercia,León,Villanueva de la tercia,1413,239,2.7,8.8,75,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1373,"[-5.6448239,42.978878]",
816,Arano,Navarra,Hernani,486,370,5.4,6.8,75,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0103,"[-1.8948332,43.1995483]",
817,Ezkio,Gipuzkoa,Santa Lutzi-Anduaga,570,327,4.3,7.5,75,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0974,"[-2.2754976,43.0812994]",
818,Portixol,Valencia,Aielo de Malferit,777,474,11.0,4.1,75,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1337,"[0.2129834,38.7564417]",
820,La Pinilla,Segovia,Cerezo de Arriba,1506,421,10.0,4.1,74,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0418,"[-3.4721381,41.2057036]",
821,Campo Layal,Cantabria,San Pantaleón de Aras,418,378,8.2,4.6,74,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1008,"[-3.4698473,43.3191116]",
822,Tibidabo,Barcelona,Club Tenis Sant Gervasi,507,340,6.4,5.2,74,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1324,"[2.118914,41.4223678]",
823,Barbari,Gipuzkoa,Segura,532,305,3.8,7.9,74,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0890,"[-2.2893733,42.9903871]",
826,Los Alazores,Granada,Loja,1100,511,21.0,2.4,73,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0067,"[-4.2459652,37.0423947]",
827,Villamiel,Cáceres,EX-205,868,404,6.6,6.1,73,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0647,"[-6.7837201,40.1870837]",
829,Campa San Juan,Asturias,La Fontanina desde Martimporra,547,245,2.7,9.1,73,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0540,"[-6.8891395,43.2146745]",
831,Las Majadas,Cuenca,Villalba de la Sierra,1463,478,11.0,4.3,73,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1450,"[-2.0224378,40.2975717]",
833,Montefrío,Granada,Tocón,1149,444,9.3,4.7,72,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0026,"[-4.011123,37.321018]",
835,Eleizalde,Bizkaia,Olea,291,210,3.4,6.1,72,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1185,"[-2.8144915,43.3725552]",
837,Rincón Bello,Alicante,Agost,696,384,13.0,2.9,72,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1251,"[-0.7002192,38.4804416]",
838,Campo La Cruz,Cantabria,Secadura,349,284,3.5,8.0,72,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0785,"[-4.6153904,43.2547982]",
842,Aritxulegi,Gipuzkoa,Oiartzun,568,341,4.7,7.3,72,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0115,"[-1.7934214,43.2726177]",
843,Alto De Las Solanas,León,La Robla,1412,462,13.0,3.4,72,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1660,"[-5.602307,42.8499618]",
844,Ermita De San Cristóbal,Castellón,Castellnovo,530,220,2.2,10.0,72,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1594,"[-0.2174421,40.079486]",
846,Costa De Barcés,A Coruña,Lago de As Encrobas,407,222,2.4,9.2,71,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2028,"[-8.4200617,43.1787105]",
848,Artxanda,Bizkaia,Sondika/La Ola/San Roke,241,235,3.4,6.9,71,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0651,"[-2.918423,43.2748139]",
849,As Cales De Bretoña,Lugo,Santa Marta,515,326,4.5,7.2,71,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1273,"[-7.300205,43.3423492]",
853,Puerto Del Negro,Málaga,Río Guadiaro,656,439,7.9,5.5,70,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0382,"[-5.3569057,36.5253381]",
855,Mogarraz,Salamanca,La Regajera,1031,464,9.9,4.7,70,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0666,"[-6.0532476,40.4922174]",
856,Regil,Gipuzkoa,Azpeitia,780,467,13.0,3.5,70,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0118,"[-2.1743978,43.1647321]",
857,Alobras,Teruel,Alobras,1447,330,5.1,6.4,69,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0714,"[-1.3886401,40.1793207]",
859,Fuente Las Varas,Cantabria,San Miguel de Aras,447,375,6.0,6.0,69,https://www.altimetrias.net/aspbk/verPuerto.asp?id=090,"[-3.5825198,43.3401836]",
860,Ciudad Encantada,Cuenca,Villalba de la Sierra,1410,438,13.0,3.2,69,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1452,"[-2.0060774,40.2064915]",
861,Collado De Las Vigas,Cuenca,La Olmeda,1073,418,7.6,5.5,69,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1460,"[-1.2789987,39.9437258]",
866,Collada De Aralla,León,Aralla,1544,419,7.6,5.5,69,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0793,"[-5.8046937,42.9040142]",
869,El Portillo,Teruel,Villar del Cobo,1774,350,10.0,3.3,68,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1455,"[0.0646193,40.8776985]",
871,Errea,Navarra,Setoain,842,342,5.1,6.7,67,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0242,"[-1.4908345,42.8928154]",
873,Urkillaga,Gipuzkoa,Ataun,513,300,3.9,7.6,67,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1925,"[-2.1667004,42.9750805]",
875,Santuario Del Brezo,Palencia,Villafrïa de la Peña,1450,290,3.7,6.8,67,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0360,"[-4.7127009,42.8488808]",
876,Fuerte Rapitán,Huesca,Jaca,1107,269,3.3,8.1,67,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1667,"[-0.5363137488758563,42.589115500000005]",
877,Alto De Vadillo,Ávila,Villatoro,1510,334,4.8,6.8,67,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1875,"[-3.0079464,41.7908471]",
882,Urtsua,Navarra,Gartxitoneko borda,544,289,4.4,6.5,66,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1632,"[-1.5701591155132926,43.23242495]",
883,Udala,Gipuzkoa,Arrasate/Mondragón,504,287,3.0,7.0,66,https://www.altimetrias.net/aspbk/verPuerto.asp?id=082,"[-2.5135948,43.0783368]",
884,La Cruz,Asturias,Lieres,540,289,4.3,6.6,66,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0570,"[-5.9135798,43.3605899]",
890,Augasantas,A Coruña,Portobravo-Lousame,450,420,17.0,2.4,65,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0611,"[-8.7379626,42.7940476]",
893,Nuestra Señora De Tremedal,Teruel,Orihuela del Tremedal,1743,315,4.8,6.5,64,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0578,"[-1.652073,40.5498756]",
901,Oñatz,Gipuzkoa,Azpeitia,379,284,3.7,7.5,63,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1712,"[-2.263962,43.1593706]",
906,Radar De Cullera,Valencia,Cullera,229,227,3.0,7.4,63,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0706,"[-0.2510616,39.1762634]",
908,El Portillo,Teruel,Río Tajo,1778,246,4.3,5.7,63,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0031,"[0.0646193,40.8776985]",
909,Puerto Blanco,Málaga,Cañada de Real Tesoro,692,345,9.1,3.8,62,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1019,"[-5.3562088,36.60286]",
911,Andazarrate,Gipuzkoa,Orio - Aia,461,421,16.0,2.1,62,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0112,"[-2.1352363,43.2025449]",
912,La Gallina,Granada,Cacín,977,324,5.5,5.9,62,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0071,"[-3.835455,37.3220994]",
916,Egozkue,Navarra,Egozkue,896,344,7.6,4.5,61,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0098,"[-1.5772652,42.9621751]",
917,Mandubia,Gipuzkoa,Beasain,541,360,6.0,5.9,61,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1565,"[-2.2450845,43.0869274]",
918,Beneixama,Alicante,Beneixama,987,394,9.2,4.3,61,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1104,"[-0.7641359,38.7008815]",
923,Fuentes De León,Badajoz,Cuevas Fuentes de León,777,347,8.2,4.1,60,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1731,"[-6.5402165,38.0681263]",
925,El Vacar,Córdoba,Río Guadalbarbo (Norte),624,324,5.0,6.5,60,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0637,"[-4.852629581617144,38.077329250000005]",
926,Fuerte De San Marcos,Gipuzkoa,Renteria,268,257,4.4,5.7,60,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1863,"[-1.9131479456015348,43.297446750000006]",
927,Arraño,Bizkaia,Lemoa,268,201,2.2,9.1,59,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0897,"[-3.0233583,43.3650204]",
928,Alisedo,Bizkaia,Traslaviña,418,207,2.2,9.1,59,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1065,"[-3.2347127,43.2534179]",
934,Bustidoño,Cantabria,Aldea de Ebro,1059,279,8.8,3.1,58,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2005,"[-3.9910504,42.9221165]",
935,Etxaguen,Álava,Aramaio,625,299,4.0,6.0,58,https://www.altimetrias.net/aspbk/verPuerto.asp?id=056,"[-2.7189004005118957,42.98228985]",
937,Llombera,León,Huergas de Gordón,1291,294,5.7,5.1,58,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0796,"[-5.592042,42.8432056]",
942,Vistabella,Castellón,La Xaparra,1249,380,7.6,4.9,58,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1986,"[0.3926844,40.3688142]",
944,Cerro Muriano,Córdoba,Sur,558,374,10.0,3.5,57,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0676,"[-4.7694687,38.0027632]",
945,Collado De Cuatro Caminos,Castellón,Montán,891,343,7.7,4.4,57,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1399,"[-0.4116949,39.9379646]",
946,Aintzioa,Navarra,Erro,971,310,4.9,6.3,57,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1920,"[-1.4240526,42.919429]",
947,Fresnedillas,Madrid,Quijorna,957,396,11.0,3.6,57,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0309,"[-3.5739922,40.9022852]",
948,Puerto De La Reina,Ávila,Sur (CL-501),714,314,6.4,4.9,57,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0216,"[-5.0200134,40.2054935]",
949,Guirguillano,Navarra,Guirguillano,725,356,7.7,4.6,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1623,"[-1.8782768,42.7180835]",
950,Desierto De Las Palmas,Castellón,La Magdalena,422,392,8.6,4.5,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1968,"[0.0278543,40.0743866]",
951,Puerto Martínez,Málaga,El Burgo o Ardales,736,278,7.3,3.8,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0546,"[-4.8407363,36.807473]",
954,La Camperona,Asturias,(S) La Hueria Carrocera,574,311,5.7,5.5,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0386,"[-5.626604,43.3420886]",
955,Montesclaros,Cantabria,Río Ebro (CA-735),1066,243,3.8,6.2,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1265,"[-4.049755188884904,42.931514]",
956,Relleu,Alicante,Embalse del Amadorio,492,351,12.0,2.7,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1028,"[-0.3111354,38.5874435]",
957,Genbe,Navarra,Genbe,921,338,5.0,5.0,55,https://www.altimetrias.net/aspbk/verPuerto.asp?id=095,"[-1.9012592,42.8049211]",
959,Cabanes,Castellón,N-340,389,355,9.4,3.8,55,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1474,"[0.0437829,40.1564567]",
961,Untzilla,Álava,Gesalibar-Aramaio,481,202,2.0,8.0,55,https://www.altimetrias.net/aspbk/verPuerto.asp?id=039,"[-2.5377047,43.0421852]",
964,Puerto Artafi,Córdoba,Río Guadiato,524,336,6.0,5.5,54,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0366,"[-4.9388665,37.9411366]",
965,Castroviejo,La Rioja,Alesón,971,417,11.0,3.5,54,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1823,"[-2.6613127,42.3301583]",
968,Santuario De Codés,Navarra,Torralba del Río,800,244,3.4,7.1,54,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1083,"[-2.3356926867990198,42.6238373]",
969,Benagéber (El Sequer),Valencia,Presa Benagéber,858,328,7.5,4.3,54,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1051,"[-1.1159873,39.7118059]",
970,Ochichar,Granada,Cacín,982,290,5.5,5.2,54,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0041,"[-3.8870656,37.0602782]",
971,Zuarrarrate,Navarra,Irurzun,800,350,7.0,4.0,54,https://www.altimetrias.net/aspbk/verPuerto.asp?id=093,"[-1.874863,42.9433196]",
973,Margarida,Alicante,Embalse de Beniarrés,636,300,9.8,3.0,54,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1478,"[-0.3001209,38.7877701]",
974,Puerto De La Calerilla,Málaga,Benaoján,773,341,9.2,3.7,54,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0728,"[-5.2470555,36.7690815]",
975,Puerto De Los Barrancos Blancos,Sevilla,Arroyo Salado (Norte),547,313,16.0,1.9,54,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0358,"[-5.0907711,37.0940787]",
976,Santa Ana La Real,Huelva,Rivera del Vaho,659,371,12.0,3.0,53,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1582,"[-6.7244264,37.8639155]",
978,Ricote,Murcia,Salto de la novia,429,314,5.4,5.7,53,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1971,"[-1.3668162,38.1540529]",
982,Santo Domingo,Bizkaia,Derio-Galbarriatu,246,225,4.3,5.2,53,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1521,"[-3.1939983,43.2165436]",
983,Goriko,Bizkaia,Arrigorriaga,270,210,2.7,7.7,53,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0813,"[-2.9060597,43.2146248]",
984,Usetxi,Navarra,Leranotz,760,235,4.4,5.5,53,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0304,"[-1.5388182,42.9485116]",
986,La Venta´L Aire,Asturias,Pénjamo (Langreo),431,211,2.7,7.8,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0399,"[-5.8414722,43.3184366]",
987,Monasterio De Valvanera,La Rioja,LR-113,1002,282,4.9,5.7,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1237,"[-2.8706628,42.2308982]",
988,Perdón,Navarra,Legarda,683,247,4.2,5.8,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1625,"[-1.7651462,42.7404933]",
989,Los Heros,Álava,Artziniega,372,234,5.3,4.4,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0662,"[-3.1427028,43.1349092]",
990,Presa Del Atazar,Madrid,Patones,1050,275,4.3,6.4,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0001,"[-3.4715712,40.934453]",
991,Potiche,Albacete,Potiche,1106,306,6.5,4.7,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0282,"[-2.1704913,38.5729799]",
992,Urkarregi (San Miguel),Gipuzkoa,Elgoibar,347,301,6.4,4.7,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1391,"[-2.4415254,43.2377247]",
993,Alto Del Lugar,Cuenca,Cuenca,1327,325,10.0,2.9,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1454,"[-2.0018938,40.1327477]",
999,Collado De Los Jardines,Jaén,Río Despeñaperros,871,321,5.8,5.5,51,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0279,"[-3.456033,37.6515608]",
1000,Lizarrieta,Navarra,Etxalar,442,345,7.4,4.6,51,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1634,"[-1.6194677499999983,43.2607288]",
1001,Puerto De Ricote,Murcia,Ojós,429,300,5.2,5.7,51,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1215,"[-1.3648697,38.1539805]",
1003,El Calvario,Gipuzkoa,Sasiola-Astigarribia,250,232,4.1,5.6,51,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1406,"[-2.3831099,43.2948996]",
1005,Cerro Negrillo,Sevilla,Constantina,854,352,10.0,3.4,50,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0587,"[-5.5849703196044,37.91932655]",
1006,El Lucero,Granada,Fornes,1213,295,6.1,4.8,50,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0052,"[-3.5725913897435984,37.1448424]",
1012,El Sequén,Murcia,La Alberca,300,240,3.6,6.5,49,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1374,"[-1.1313983,37.9444474]",
1013,Campo Do Pozo,A Coruña,Portomouro,476,311,7.9,3.9,49,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0113,"[-8.7240995,42.9931548]",
1016,Pesadoira,A Coruña,O Areal-Serra de Outes,354,335,13.0,2.5,48,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1042,"[-8.8752194,42.9425054]",
1019,Santa María De La Alameda,Madrid,Rio Aceña,1440,288,6.1,4.7,47,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0349,"[-4.2579208,40.5958248]",
1022,Sojo,Álava,Artziniega,435,247,3.8,6.5,47,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0887,"[-3.122956,43.0906891]",
1023,Cocañín,Asturias,La Hueria Carrocera,484,221,3.1,7.1,47,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0534,"[-5.6058966,43.30584105]",
1027,Talledo,Cantabria,Ontón,290,266,5.7,4.6,46,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1150,"[-3.17302,43.31635]",
1030,Blancares,Granada,La Peza,1349,323,9.4,3.4,46,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0209,"[-3.3750676,37.2513736]",
1032,Portillo De Busto,Burgos,Cascajares de Bureba,993,297,6.7,4.1,45,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1681,"[-3.2664393,42.6903434]",
1034,Cruz De Usaño,Cantabria,Riba,347,217,3.1,7.0,45,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0829,"[-3.5650253,43.2997878]",
1035,Arratzain,Gipuzkoa,Donostia/San Sebastián,227,212,3.7,5.6,45,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1533,"[-2.058064,43.2921174]",
1039,Goiuria,Bizkaia,Iurreta,392,281,5.0,5.0,45,https://www.altimetrias.net/aspbk/verPuerto.asp?id=033,"[-2.640582,43.1887263]",
1042,Balcón De Bizkaia,Bizkaia,Munitibar,433,249,4.0,5.0,44,https://www.altimetrias.net/aspbk/verPuerto.asp?id=051,"[-2.6344909,43.2492852]",
1043,Lizarrusti,Gipuzkoa,Km 54 GI-2120,622,316,6.3,4.9,44,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1928,"[-2.0991746,42.9603821]",
1044,Orendain,Gipuzkoa,Alegia,432,300,6.3,4.7,44,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0125,"[-2.1141376,43.0794987]",
1048,Ibardin,Navarra,Bera,328,284,5.3,5.3,43,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0106,"[-1.6892787963579217,43.31062420000001]",
1049,Ventorros De Zagra,Granada,Loja,858,316,6.7,4.7,43,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0060,"[-4.1520247,37.268629]",
1053,Tollos,Alicante,Beniaia,825,239,4.1,5.7,42,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0477,"[-0.2746901,38.7569986]",
1054,Lezaun,Navarra,Casetas de Ciriza-Lezaun,832,274,7.0,3.0,42,https://www.altimetrias.net/aspbk/verPuerto.asp?id=096,"[-1.9942909,42.7778491]",
1055,Los Braciquios(Barqueros),Murcia,Vereda Belén(Sur),395,274,11.0,2.3,42,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2063,"[-1.3841207,37.9446606]",
1056,El Padrún,Asturias,Olloniego,370,241,3.9,5.9,42,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0404,"[-5.810384872880952,43.28850505]",
1059,Itziar,Gipuzkoa,Zumaia,330,295,8.4,3.4,42,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1723,"[-2.3314037,43.2763859]",
1062,Folledo,León,Beberino,1292,262,6.3,4.1,42,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1417,"[-5.7237801,42.8967151]",
1065,Atagoiti,Gipuzkoa,Ormaiztegi,513,315,9.0,3.0,41,https://www.altimetrias.net/aspbk/verPuerto.asp?id=005,"[-2.3207088,43.0503936]",
1066,Simat,Valencia,Simat,277,225,4.7,4.7,41,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0703,"[-0.3114341,39.0434528]",
1070,Orihuela,Teruel,Orihuela del Tremendal,1672,351,8.2,3.0,40,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1431,"[-1.6504341,40.5507519]",
1071,San Esteban De Las Cruces,Asturias,La Manzaneda,378,222,3.5,6.3,40,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0414,"[-5.828925117518249,43.34855175]",
